raw,normalized,script,status
India chain ku saas lagi india ranga birla sa dash Azad ho jayga,India chain ku saas lagi india ranga birla sa dash Azad ho jayga,roman,kept
Bhai yh veaws ke liye news hi,Bhai yh veaws ke liye news hi,roman,kept
Abhi to aap keshav maurya ji ko cm bna diya tha up k,Abhi to aap keshav maurya ji ko cm bna diya tha up k,roman,kept
"मोदी कभी इस्तीफा नहीं देगा, चाहे जो भी कहो या जो भी कर लो, कुर्सी जाते ही मोदी बेहोश हो जाएगा","मोदी कभी इस्तीफा नहीं देगा, चाहे जो भी कहो या जो भी कर लो, कुर्सी जाते ही मोदी बेहोश हो जाएगा",devanagari,kept
Kabhinahi hospital 😅,Kabhinahi hospital,roman,kept
بہت دنوں سے دیش واشیوں کو اس دن کا شدت سے انتظار ہے,,,dropped:not_valid
Sir 19bdec 2049,,,dropped:not_valid
😂😂😂jhut bole kvva kate😂😂😂,,,dropped:not_valid
Sab khoosh hai Bhart bdlega.Takla bhi UP sai horha.sachi khb hai.,Sab khoosh hai Bhart bdlega.Takla bhi UP sai horha.sachi khb hai.,roman,kept
MODI JI KI ISTOFA HONE SE DESH KA BHALA HOGA !,MODI JI KI ISTOFA HONE SE DESH KA BHALA HOGA !,roman,kept
"If there is any change, Nitin Gakari will have chances since he is acceptable to all political parties OR Fadnavis, relatively younger person","If there is any change, Nitin Gakari will have chances since he is acceptable to all political parties OR Fadnavis, relatively younger person",roman,kept
The great Rahul jee❤,The great Rahul jee,roman,kept
Pm badal jayga modi foranma rah aga,Pm badal jayga modi foranma rah aga,roman,kept
Modi ji ki kursi jana tay h khaila hobe modi ji to gayo,Modi ji ki kursi jana tay h khaila hobe modi ji to gayo,roman,kept
Prithvi Raj Chauhan,Prithvi Raj Chauhan,roman,kept
786 ba like maine kya,,,dropped:not_valid
That will be a good day for India. Let’s celebrate. Thank God save India. Not only Modi BJP should go out of power.,That will be a good day for India. Let’s celebrate. Thank God save India. Not only Modi BJP should go out of power.,roman,kept
Aaj nahe tokl Takhta plt jarur hoga.Desh mai Neta irPM orAdani sab BDesh bhagega.,Aaj nahe tokl Takhta plt jarur hoga.Desh mai Neta irPM orAdani sab BDesh bhagega.,roman,kept
"Baba laptop band karke bat karo,,,, bhi","Baba laptop band karke bat karo, bhi",roman,kept
Kya hua???,,,dropped:not_valid
Epstein file ka naam kyun nhi le pa rhe ho tum,Epstein file ka naam kyun nhi le pa rhe ho tum,roman,kept
Suraj purab ke bajay paschhim me ug sakata hai Magar ye mahasa kursi nahi tyag sakta hai,Suraj purab ke bajay paschhim me ug sakata hai Magar ye mahasa kursi nahi tyag sakta hai,roman,kept
PM jitna Saal rha uska List hath mai dena Chaye.Nag pur sai tay hogaya.,PM jitna Saal rha uska List hath mai dena Chaye.Nag pur sai tay hogaya.,roman,kept
2026  Lgta Achedun Aane wale hai.asa hoga to .Happy New year .Next PM NK.RG.NG.SP.MK. lgta Desh Mai Zalza ya Tofan.Pr hoga jarur.,2026 Lgta Achedun Aane wale hai.asa hoga to .Happy New year .Next PM NK.RG.NG.SP.MK. lgta Desh Mai Zalza ya Tofan.Pr hoga jarur.,roman,kept
Bhai yeah log bhagna ki tahyari ma hai,Bhai yeah log bhagna ki tahyari ma hai,roman,kept
SHARAD CHANDRA PAWAR...NXT PM,SHARAD CHANDRA PAWAR.NXT PM,roman,kept
Ho nahi skta ... Modi will not resign 😂,,,dropped:not_valid
Narendra  despiting parliament season hd left for foreign tour. What it by means? Which is more important?. Ye hai bjp ke kam.,Narendra despiting parliament season hd left for foreign tour. What it by means? Which is more important?. Ye hai bjp ke kam.,roman,kept
Pure Bihar chunav me TRP k chakkar me sab galat dikhye ab fir vahi kam suru kar diya. Thoda ground pe kam karo ji.,Pure Bihar chunav me TRP k chakkar me sab galat dikhye ab fir vahi kam suru kar diya. Thoda ground pe kam karo ji.,roman,kept
"भारत बोलो,सँविधान में भी भारत थेट इंडिया और इंडिया दैट भारत ही लिखा है तो आप भी न्यूज चैनलों पर भारत ही बोले!!:-बी एस आजाद दिल्ली","भारत बोलो,सँविधान में भी भारत थेट इंडिया और इंडिया दैट भारत ही लिखा है तो आप भी न्यूज चैनलों पर भारत ही बोले!-बी एस आजाद दिल्ली",devanagari,kept
अगर ऐसा होता है तो देश और जनता संविधान के पक्ष में mazbut कदम है,अगर ऐसा होता है तो देश और जनता संविधान के पक्ष में mazbut कदम है,devanagari,kept
Bihar wala sirf 5 kg rashan chahiye 😂😂,Bihar wala sirf 5 kg rashan chahiye,roman,kept
"मेरे हिसाब से नितिन गडकरी जी होंगे पीएम,","मेरे हिसाब से नितिन गडकरी जी होंगे पीएम,",devanagari,kept
"Jannayak, educated and visionary leader Rahul Gandhi ji should be PM soon ❤❤❤pura desh unke sath hai ❤❤❤ india alliance 243+ seats hai, naidu ji india alliance ke sath aaye aur india alliance ki govt banao","Jannayak, educated and visionary leader Rahul Gandhi ji should be PM soon pura desh unke sath hai india alliance 243+ seats hai, naidu ji india alliance ke sath aaye aur india alliance ki govt banao",roman,kept
Yar tumhari sari news fake Hoti h yar ... Tumne to Bihar chunav result k Baad bhi tejasvi Ko cm bna diya tha,Yar tumhari sari news fake Hoti h yar . Tumne to Bihar chunav result k Baad bhi tejasvi Ko cm bna diya tha,roman,kept
Or 19 tarik ko koi update nhi aygi or sb bhul jayge ye drama h or kch nhi,Or 19 tarik ko koi update nhi aygi or sb bhul jayge ye drama h or kch nhi,roman,kept
Khuda kare modi pm badal jaye  lekin aisa ho ga nahi   modi pm desh ko jab tak aadani ambani ke hawale na ho jaye,Khuda kare modi pm badal jaye lekin aisa ho ga nahi modi pm desh ko jab tak aadani ambani ke hawale na ho jaye,roman,kept
No one can touch Moti 😅,No one can touch Moti,roman,kept
Bhai yah Priya Mishra ho rahi hai kya bolate Hain Bharat Yadav Khali jhuthi jhuthi baat bolata hai jo bhi bolata hai iska ek Vishwas nahin hota Hai kabhi,Bhai yah Priya Mishra ho rahi hai kya bolate Hain Bharat Yadav Khali jhuthi jhuthi baat bolata hai jo bhi bolata hai iska ek Vishwas nahin hota Hai kabhi,roman,kept
Amit Shah ko ye baat  pata bhi he?????😂,,,dropped:not_valid
Faltu news time kharab,Faltu news time kharab,roman,kept
Aapki news fake lagti hain ab wajah aap bihar rujhan sab news say pichay chala rahay thay isleay,Aapki news fake lagti hain ab wajah aap bihar rujhan sab news say pichay chala rahay thay isleay,roman,kept
ये तारीख को लिखकर रख लो और झूठ जब होगा तो इसकी 😅😅😅जरूर करना चाहिए तुमलोग झूठ बोलकर पब्लिक को व्यू के लिए क्या क्या करोगे ये मीडिया मे हाय लाइट मे आने के लिए बोल रहे हैं,ये तारीख को लिखकर रख लो और झूठ जब होगा तो इसकी जरूर करना चाहिए तुमलोग झूठ बोलकर पब्लिक को व्यू के लिए क्या क्या करोगे ये मीडिया मे हाय लाइट मे आने के लिए बोल रहे हैं,devanagari,kept
Kaha se bakwas news le aate ho,Kaha se bakwas news le aate ho,roman,kept
"Kai bhi chapein , wartha tho karn priya hai. Kano mei misri gholi hai. 11 sal se dhesh ko jakad dhimak ka keeda panouthi se dhesh ko milthi. Aisi khudh khabri pl hoole nahi samaraha hai. 19 tharkh Diwali . Welcome Gadkari ji!","Kai bhi chapein , wartha tho karn priya hai. Kano mei misri gholi hai. 11 sal se dhesh ko jakad dhimak ka keeda panouthi se dhesh ko milthi. Aisi khudh khabri pl hoole nahi samaraha hai. 19 tharkh Diwali . Welcome Gadkari ji!",roman,kept
Kuch bhi,,,dropped:too_short
बीजेपी को हटाओ देश बचाओ,बीजेपी को हटाओ देश बचाओ,devanagari,kept
is liye pm videsh chale Jane vale hey kyu ??,is liye pm videsh chale Jane vale hey kyu ??,roman,kept
Sharad pawar ya Sanjay Raut hoga kya?,Sharad pawar ya Sanjay Raut hoga kya?,roman,kept
Nahi. Gadkari possible,Nahi. Gadkari possible,roman,kept
रहने दो 😆😆😆😆,,,dropped:too_short
Kahi wo weqti gadkari g to nhi.,Kahi wo weqti gadkari g to nhi.,roman,kept
Ghanta Yar kuch nahi hoo ga,Ghanta Yar kuch nahi hoo ga,roman,kept
it is intentionally propoganda,it is intentionally propoganda,roman,kept
Aur pm Nitin gadgari banenge brahmand ka decision hai,Aur pm Nitin gadgari banenge brahmand ka decision hai,roman,kept
Sab bekar bat hei.congres ka Pm jindagi me  nahi ban sakata.,Sab bekar bat hei.congres ka Pm jindagi me nahi ban sakata.,roman,kept
Jaldi BJP k sbhi neta mar jaye hey bholenath pure desh ko khtm kr diya paani air forest desh maoney sbhi kuch khtm kr diya inhone,Jaldi BJP k sbhi neta mar jaye hey bholenath pure desh ko khtm kr diya paani air forest desh maoney sbhi kuch khtm kr diya inhone,roman,kept
Epstein files khul jayegi.,Epstein files khul jayegi.,roman,kept
"Are pandu log kuch aur kaam karo,Faltu ka news dikhte ho","Are pandu log kuch aur kaam karo,Faltu ka news dikhte ho",roman,kept
Kuchh nhi hoga ulta ye mlm ki bik jayega,Kuchh nhi hoga ulta ye mlm ki bik jayega,roman,kept
What fools are we.....he will never leave his chair......which is very important to him....he did all this for the chair....in the current BJP government no responsibility no resignation....only righteous person will resign. ..😊,What fools are we.he will never leave his chair.which is very important to him.he did all this for the chair.in the current BJP government no responsibility no resignation.only righteous person will resign. ..,roman,kept
Kot.force.midiya.bjp.ka.hai.istifa.kaise.dega.ghutha.news.mt.dekhawo,Kot.force.midiya.bjp.ka.hai.istifa.kaise.dega.ghutha.news.mt.dekhawo,roman,kept
Ho gaye sahab nitin gadkari plantpradhan are kuch sach batao feke news hai,Ho gaye sahab nitin gadkari plantpradhan are kuch sach batao feke news hai,roman,kept
Nitin gadakri is new PM of india,Nitin gadakri is new PM of india,roman,kept
Modi ze EVM lete jayega vrna baad mai jailno bail,Modi ze EVM lete jayega vrna baad mai jailno bail,roman,kept
Modi ze Ganesh Kumar kitna Bizzati krwakr bhar nikalega.Tadipar ka kiya hoga.,Modi ze Ganesh Kumar kitna Bizzati krwakr bhar nikalega.Tadipar ka kiya hoga.,roman,kept
2029 me yogi,,,dropped:not_valid
Jab Tak Feku Baba ke pass sarkar banane ke Liye sabse badi Takat Paisa Paisa EVM ED CBI or chunav Aayog ka Pawar he kuchh nahi hone vala kyoki Harne ka koi Daar hi nahi he chahe kitna bhi Virodh karle Janta or Vipax,Jab Tak Feku Baba ke pass sarkar banane ke Liye sabse badi Takat Paisa Paisa EVM ED CBI or chunav Aayog ka Pawar he kuchh nahi hone vala kyoki Harne ka koi Daar hi nahi he chahe kitna bhi Virodh karle Janta or Vipax,roman,kept
😅😅😅😅 सब फेक है,,,dropped:too_short
"Desh mein jitne vote chori huye hai ye to anti national act hai aur Rahul Gandhi ji ke pass sabut hai, sangsad ke time hi PM Modi ji kyu bidesh chale jate hai?","Desh mein jitne vote chori huye hai ye to anti national act hai aur Rahul Gandhi ji ke pass sabut hai, sangsad ke time hi PM Modi ji kyu bidesh chale jate hai?",roman,kept
Aurangajeb ka cover kab khodai hoga????????????????Batao jara,,,dropped:not_valid
साथ हि मुरमु जी भी इसतेफा देंगी और मोदि जी राष्ट्रपति बनेंगे।,साथ हि मुरमु जी भी इसतेफा देंगी और मोदि जी राष्ट्रपति बनेंगे.,devanagari,kept
Kuch ni hoga news channel apni trp k liye news today marodkar pesh karte hai,Kuch ni hoga news channel apni trp k liye news today marodkar pesh karte hai,roman,kept
FALSE NEWS HAI 😂😂😂😂,,,dropped:not_valid
Bakwas,,,dropped:too_short
Kyu fake news failate ho,Kyu fake news failate ho,roman,kept
Bakwas hah only modi😮,Bakwas hah only modi,roman,kept
"भरत का लैपटाप तो हारमोनियम हो गया , बस एक ही सुर बजाते रहो","भरत का लैपटाप तो हारमोनियम हो गया , बस एक ही सुर बजाते रहो",devanagari,kept
पृथ्वीराज चव्हाण को अपणा दिमागी इलाज करने मेंटल हॉस्पिटल जाना होगा.,पृथ्वीराज चव्हाण को अपणा दिमागी इलाज करने मेंटल हॉस्पिटल जाना होगा.,devanagari,kept
गुजरात दंगा मे मोदी का नाम है कही उसी का डर तो नही है ना,गुजरात दंगा मे मोदी का नाम है कही उसी का डर तो नही है ना,devanagari,kept
Fake news.,Fake news.,roman,kept
Jooth modi martadam tak khabhi istifa nahee daagaa,Jooth modi martadam tak khabhi istifa nahee daagaa,roman,kept
Modi ne bahut raj niti kiya sab ghotale baj ko bjp me la kar wasing macinme dal kar safed bana diya  wwwa modi aap ka kya kahena tum jaisa  p.m bharat me aaj tak kohi nahi huwa ????????,Modi ne bahut raj niti kiya sab ghotale baj ko bjp me la kar wasing macinme dal kar safed bana diya wwa modi aap ka kya kahena tum jaisa p.m bharat me aaj tak kohi nahi huwa ?,roman,kept
झूठी  ख़बरें,झूठी ख़बरें,devanagari,kept
Faltu news...kuch nehi hone wala,Faltu news.kuch nehi hone wala,roman,kept
"Fake,bakwas, jhooth, shameful","Fake,bakwas, jhooth, shameful",roman,kept
Sach ho lekin modi Amit Shah maar jayega lekin istifa nhi dega,Sach ho lekin modi Amit Shah maar jayega lekin istifa nhi dega,roman,kept
Modi hai to India hai Modi ki Sunami lahar pure Desh me word me hai Modi Desh ke Vikas ke liye gariboke liye Modi ki jarurat hai Modi bina Bharat nahi chalega Modi Vishv Guru kohinoor Hira Maha Manav Vishv Ratna Bharat Ratan Vikas Purush hai Modi ne Doller Majbut kiya Sona Chief kiya Mahagai jamin par layi Congress me Mahagai Asaman CHHU Rahi thi Petro Disel Chief kiya 5 kg Ration diya shetkari Amadani 5 pat Keli Bharatachar band kela Mahagai khupach kami Keli  Janta Modi bina Jinada nahi rahegi ye Modi ki Guarantee hai Modi 1000 Sal PM Rahe ye jantaki mang hai Jai Shah next PM hoge ye Modi ki Guarantee hai Jumala hai Modi jindabad Amar Rahe kayam Janta ke Dil me Rahe 142 cr janta Modi ko hi Amuly Vote denge ye Modi ki Guarantee hai Modi Vikas purush hai 1000 sal bad Vikas dekho Modi ka,Modi hai to India hai Modi ki Sunami lahar pure Desh me word me hai Modi Desh ke Vikas ke liye gariboke liye Modi ki jarurat hai Modi bina Bharat nahi chalega Modi Vishv Guru kohinoor Hira Maha Manav Vishv Ratna Bharat Ratan Vikas Purush hai Modi ne Doller Majbut kiya Sona Chief kiya Mahagai jamin par layi Congress me Mahagai Asaman CHHU Rahi thi Petro Disel Chief kiya 5 kg Ration diya shetkari Amadani 5 pat Keli Bharatachar band kela Mahagai khupach kami Keli Janta Modi bina Jinada nahi rahegi ye Modi ki Guarantee hai Modi 100 Sal PM Rahe ye jantaki mang hai Jai Shah next PM hoge ye Modi ki Guarantee hai Jumala hai Modi jindabad Amar Rahe kayam Janta ke Dil me Rahe 142 cr janta Modi ko hi Amuly Vote denge ye Modi ki Guarantee hai Modi Vikas purush hai 100 sal bad Vikas dekho Modi ka,roman,kept
आप लोगों की कोई भी न्यूज कभी सही साबित नहीं हुई है😂,आप लोगों की कोई भी न्यूज कभी सही साबित नहीं हुई है,devanagari,kept
इस चैनल का एक भी विश्लेषण सही नहीं होता है 😅😅😅😂😂,,,dropped:not_valid
भरत जी का कोई भी दावा सही नहीं होता है ये 100% सत्य है,,,dropped:not_valid
"Ji haan, teen din baad Modiji change ho jayega.....Modiji teen aur din se budda ho jayega...baat khatam! 🤣🤣🤣🤣","Ji haan, teen din baad Modiji change ho jayega.Modiji teen aur din se budda ho jayega.baat khatam!",roman,kept
Yrr tumhari koi bt smjh me hi aati tum bolne se jyada padke bolte ho jo bilkul smjh me nhi aata,Yrr tumhari koi bt smjh me hi aati tum bolne se jyada padke bolte ho jo bilkul smjh me nhi aata,roman,kept
यहा के सब नेता गुंडा है और पुरे देश  मे एड्स  फैलवा रहा है गाँव गाँव  मे एड्स  फैलवा दिया है,यहा के सब नेता गुंडा है और पुरे देश मे एड्स फैलवा रहा है गाँव गाँव मे एड्स फैलवा दिया है,devanagari,kept
यें खबर अगर सच्चा है या क्या हें 19 तारीख को पता चलेगा । लेकिन खबर आते ही देश में खुशी की लहर चलने लगा। नितिन गदकारी को प्रधान मंत्री कीं रूप में मिलनें से हर वर्ग के लोग खुश होगी ।,यें खबर अगर सच्चा है या क्या हें 19 तारीख को पता चलेगा . लेकिन खबर आते ही देश में खुशी की लहर चलने लगा. नितिन गदकारी को प्रधान मंत्री कीं रूप में मिलनें से हर वर्ग के लोग खुश होगी .,devanagari,kept
भरत चंदकनत भाई मोदी को हटाना सब फालतू बकवास बात है फिर मोदी इज्जत से हटने वाले नहीं ये बेशर्म लोग पूरी दुनया पूरे देश मे इतनी बे इज्जती हो रही अगर थोड़ी शर्म होती तो पहले इस्तीफा दे के कुर्सी छोड़ देते,भरत चंदकनत भाई मोदी को हटाना सब फालतू बकवास बात है फिर मोदी इज्जत से हटने वाले नहीं ये बेशर्म लोग पूरी दुनया पूरे देश मे इतनी बे इज्जती हो रही अगर थोड़ी शर्म होती तो पहले इस्तीफा दे के कुर्सी छोड़ देते,devanagari,kept
कुछ नहीं होगा आप ऐसे ही खुश मत करो आपके फॉलोवर्स को  जब तक evm हैं तब तक यही रहेंगे 100%,कुछ नहीं होगा आप ऐसे ही खुश मत करो आपके फॉलोवर्स को जब तक evm हैं तब तक यही रहेंगे 100%,devanagari,kept
"अब देश की नागपुर राजधानी बनेगी 😂 शायद इसीलिये दिल्ली के प्रदुषन पर बार-बार न्युज आ रही है। छत्रपती के दो वंशज सातारा और कोल्हापुर में गद्दी पर थे,फिर भी पेशवा पुना से कामकाज कर रहे थे।मन मर्जी चलाने 😂","अब देश की नागपुर राजधानी बनेगी शायद इसीलिये दिल्ली के प्रदुषन पर बार-बार न्युज आ रही है. छत्रपती के दो वंशज सातारा और कोल्हापुर में गद्दी पर थे,फिर भी पेशवा पुना से कामकाज कर रहे थे.मन मर्जी चलाने",devanagari,kept
"Phli baat aap logo ki jo dawa h n wo sab fake hi rhta hai,aur agar nhi badla to apna channel band kr dena bhai log.","Phli baat aap logo ki jo dawa h n wo sab fake hi rhta hai,aur agar nhi badla to apna channel band kr dena bhai log.",roman,kept
Jisne garibo ko chus liya sarkari property bech diya  Ek se ek blatkari murdered gunda ko bharti karliya apne team pe  Wo ab power full hai . Nahi hoga kuch Paisa bolta hai ye proof kar diya in logo ne ab kabhi nahi hoga aisa inka jgah lene wala or bhi shaitan list me hai,Jisne garibo ko chus liya sarkari property bech diya Ek se ek blatkari murdered gunda ko bharti karliya apne team pe Wo ab power full hai . Nahi hoga kuch Paisa bolta hai ye proof kar diya in logo ne ab kabhi nahi hoga aisa inka jgah lene wala or bhi shaitan list me hai,roman,kept
Aap logo ka kam fack speech dene ka kam hi,Aap logo ka kam fack speech dene ka kam hi,roman,kept
Din bhar ye bakwas karte rahte ek bhi news inka sahi nhi hota,Din bhar ye bakwas karte rahte ek bhi news inka sahi nhi hota,roman,kept
"अशोक चव्हाण नहीं पृथ्वीराज चव्हाण हैं। अशोक चव्हाण पहले कांग्रेस में थे, अभी बीजेपी में हैं। दोनों ही महाराष्ट्र के मुख्यमंत्री रहे थे।","अशोक चव्हाण नहीं पृथ्वीराज चव्हाण हैं. अशोक चव्हाण पहले कांग्रेस में थे, अभी बीजेपी में हैं. दोनों ही महाराष्ट्र के मुख्यमंत्री रहे थे.",devanagari,kept
आप झूठ बोल रहे हैं,आप झूठ बोल रहे हैं,devanagari,kept
Rahul Gandhi jindabad next pm of india honest leader in india,Rahul Gandhi jindabad next pm of india honest leader in india,roman,kept
Aap log bakar ho jhuthi khabar failate Ho makkari karte ho,Aap log bakar ho jhuthi khabar failate Ho makkari karte ho,roman,kept
"*कभी बौद्ध मठ में मन्दिर, मुस्लिम काल में मन्दिर को मस्जिद बनाये तथा आजादी के बाद उसी मस्जिद में मन्दिर का विवाद लाकर राजनीति की खेती करने वाले यूरेशियन राजपूत ब्राह्मण ‌की साज़िश को समझने के बाद ही न्याय व सत्य का नियम भारत में आ सकेगा*         आर एस एस भाजपा विदेशी मूल के लोग हैं जो भारत के प्रचलित धर्म जैन बौद्ध के काट में हिन्दू लाये और उसमें राजपूत ब्राह्मण भूमिहार ब्राह्मण आदि बन गये। देवी देवता गंगा नदी ईश्वर यूरेशियन शंकराचार्य के महत्व व धन्धा के लिये चार धाम यात्रा को पाप काटने का माध्यम बता कर गोरख धन्धा की व्यवस्था किये। विदेशी यूरेशियन हिन्दू मुस्लिम के सगे भाई है जो अरब तुगलक मंगोल के मुस्लिम आक्रमणकारी से आक्रमण करायें और भितरघात से भारत रक्षक नेक मूल निवासी क्षत्रिय को लुटकर संपत्ति पर काबिज हो गये तथा नष्ट समाज का शोषण मनु स्मृति जैसा ग्रन्थ लाकर किये। अंग्रेज के समय में ब्राह्मण नीति बंद होता देख तिवारी पांडेय आदि यूरेशियन ब्राह्मण व राजपूत अंग्रेज के खिलाफ विदेशी का मुद्दा लाकर नाटकीय ढंग से अंग्रेज को वापस जाने के लिये मजबूर किये। अंग्रेज के जाने के बाद सवर्ण खासकर यूरेशियन राजपूत ब्राह्मण भूमिहार ब्राह्मण सक्सेना लाला मध्येशिया बनिया आजादी के समय से लेकर 60-70 के दशक में चुप रहे, लेकिन 80-90 के दशक में जब दलित पिछड़े अपने हक के लिये संघर्ष किये तो फूट डालने संस्थान बेचने आरक्षण पर रोक करने का काम चालू कर दिये हैं। दलित पिछड़ों को सिद्धांत पर आना चाहिए और अपनी सत्ता के लिये अभियान चलाना चाहिए। सत्ता मिलने पर जिसकी जितनी आबादी उतनी भागीदारी तथा न्याय व सत्य के नियम पर शासन करना चाहिए। एक प्रश्न पूछता हूं कि अंग्रेज विदेशी थे तो यूरेशियन राजपूत ब्राह्मण भूमिहार ब्राह्मण आदि तथा शेख पठान सैय्यद विदेशी नहीं है। 1206 से 1857 तक मुस्लिम शासन क्या यूरेशियन सवर्ण के रिश्तेदार का था। यूरेशियन जब हिन्दू का पाखंड लाये तो पहले बौद्ध मठ को मन्दिर बना रहे थे। मुस्लिम के समय मन्दिर में मस्जिद बनाया जा रहा था। इस समय उसी मस्जिद में मन्दिर बनाया जा रहा है। सबसे बड़े समाज व भारत  विरोधी यूरेशियन अग्निकुंड ऋषिकुल के राजपूत सरजूपारी ब्राह्मण भूमिहार ब्राह्मण, सक्सेना लाला मध्येशिया बनिया हैं। इनके भ्रम में जो देशी रोटी बेटी का रिश्ता करके इनकी बात में हां में हां कर रहे हैं, उन्हें देश विरोधी ताकत को समझना चाहिए।","*कभी बौद्ध मठ में मन्दिर, मुस्लिम काल में मन्दिर को मस्जिद बनाये तथा आजादी के बाद उसी मस्जिद में मन्दिर का विवाद लाकर राजनीति की खेती करने वाले यूरेशियन राजपूत ब्राह्मण ‌की साज़िश को समझने के बाद ही न्याय व सत्य का नियम भारत में आ सकेगा* आर एस एस भाजपा विदेशी मूल के लोग हैं जो भारत के प्रचलित धर्म जैन बौद्ध के काट में हिन्दू लाये और उसमें राजपूत ब्राह्मण भूमिहार ब्राह्मण आदि बन गये. देवी देवता गंगा नदी ईश्वर यूरेशियन शंकराचार्य के महत्व व धन्धा के लिये चार धाम यात्रा को पाप काटने का माध्यम बता कर गोरख धन्धा की व्यवस्था किये. विदेशी यूरेशियन हिन्दू मुस्लिम के सगे भाई है जो अरब तुगलक मंगोल के मुस्लिम आक्रमणकारी से आक्रमण करायें और भितरघात से भारत रक्षक नेक मूल निवासी क्षत्रिय को लुटकर संपत्ति पर काबिज हो गये तथा नष्ट समाज का शोषण मनु स्मृति जैसा ग्रन्थ लाकर किये. अंग्रेज के समय में ब्राह्मण नीति बंद होता देख तिवारी पांडेय आदि यूरेशियन ब्राह्मण व राजपूत अंग्रेज के खिलाफ विदेशी का मुद्दा लाकर नाटकीय ढंग से अंग्रेज को वापस जाने के लिये मजबूर किये. अंग्रेज के जाने के बाद सवर्ण खासकर यूरेशियन राजपूत ब्राह्मण भूमिहार ब्राह्मण सक्सेना लाला मध्येशिया बनिया आजादी के समय से लेकर 60-70 के दशक में चुप रहे, लेकिन 80-90 के दशक में जब दलित पिछड़े अपने हक के लिये संघर्ष किये तो फूट डालने संस्थान बेचने आरक्षण पर रोक करने का काम चालू कर दिये हैं. दलित पिछड़ों को सिद्धांत पर आना चाहिए और अपनी सत्ता के लिये अभियान चलाना चाहिए. सत्ता मिलने पर जिसकी जितनी आबादी उतनी भागीदारी तथा न्याय व सत्य के नियम पर शासन करना चाहिए. एक प्रश्न पूछता हूं कि अंग्रेज विदेशी थे तो यूरेशियन राजपूत ब्राह्मण भूमिहार ब्राह्मण आदि तथा शेख पठान सैय्यद विदेशी नहीं है. 1206 से 1857 तक मुस्लिम शासन क्या यूरेशियन सवर्ण के रिश्तेदार का था. यूरेशियन जब हिन्दू का पाखंड लाये तो पहले बौद्ध मठ को मन्दिर बना रहे थे. मुस्लिम के समय मन्दिर में मस्जिद बनाया जा रहा था. इस समय उसी मस्जिद में मन्दिर बनाया जा रहा है. सबसे बड़े समाज व भारत विरोधी यूरेशियन अग्निकुंड ऋषिकुल के राजपूत सरजूपारी ब्राह्मण भूमिहार ब्राह्मण, सक्सेना लाला मध्येशिया बनिया हैं. इनके भ्रम में जो देशी रोटी बेटी का रिश्ता करके इनकी बात में हां में हां कर रहे हैं, उन्हें देश विरोधी ताकत को समझना चाहिए.",devanagari,kept
It's waste of bloody time showing and playing clips on lap top. Irritating and extremely annoying.  Please doing that otherwise you are going to lose your viewers and subscribers.  These two presenters are idiots.,It's waste of bloody time showing and playing clips on lap top. Irritating and extremely annoying. Please doing that otherwise you are going to lose your viewers and subscribers. These two presenters are idiots.,roman,kept
बकवास न्यूज,बकवास न्यूज,devanagari,kept
😂😂fake news,,,dropped:too_short
Modi hatavo desh bachavo,Modi hatavo desh bachavo,roman,kept
झूठ महाझूठ,झूठ महाझूठ,devanagari,kept
फैंस न्यूज,फैंस न्यूज,devanagari,kept
"Tumhi ko pm banane ja rahe hain chota,kahika kabhi persisent banata hai kabhi cm kabhi pm","Tumhi ko pm banane ja rahe hain chota,kahika kabhi persisent banata hai kabhi cm kabhi pm",roman,kept
Apka news pura faltu ha,Apka news pura faltu ha,roman,kept
Yeh galat Khabar hai 19 Dec nahi 23 Feb 2026 brahmand faisla le chuki hai,,,dropped:not_valid
How  and why   23 feb 2026     please where u heard this,,,dropped:not_valid
पुरानी बात,पुरानी बात,devanagari,kept
असंभव,,,dropped:too_short
Aapka yah karykram bahut flop hota hai aap Hamesha yah bhadkao fek news chalate Hain,Aapka yah karykram bahut flop hota hai aap Hamesha yah bhadkao fek news chalate Hain,roman,kept
"Modi,Fraud,Hatao,Desh,Bachao","Modi,Fraud,Hatao,Desh,Bachao",roman,kept
फेक न्युज है,फेक न्युज है,devanagari,kept
Fek news. Modi se hi Bjp hai verna Bjp kuch nahi. Gadkari maharashtra se hai aur pandit bhi hai vo ho saktey hai.,Fek news. Modi se hi Bjp hai verna Bjp kuch nahi. Gadkari maharashtra se hai aur pandit bhi hai vo ho saktey hai.,roman,kept
Desh me pagalo ki kabhi kami nahi hogi....bina sir pair 😂😂😂,Desh me pagalo ki kabhi kami nahi hogi.bina sir pair,roman,kept
"एक टाइम था जब में इस चैनल पर बहुत ज्यादा विश्वास करता था,पर अब इस चैनल ने अपना विश्वास खो दिया है।बहुत गलत न्यूज दिखाई जा रही है।","एक टाइम था जब में इस चैनल पर बहुत ज्यादा विश्वास करता था,पर अब इस चैनल ने अपना विश्वास खो दिया है.बहुत गलत न्यूज दिखाई जा रही है.",devanagari,kept
Sab nautanki chalu hai...,Sab nautanki chalu hai.,roman,kept
Next PM rhul Gandhi g honge aur abhi honge,Next PM rhul Gandhi g honge aur abhi honge,roman,kept
Yah sab bakwas hai,Yah sab bakwas hai,roman,kept
